Sequence Name	GI	Percent Identity	Length	e-value	Query Start	Query End	Subject Start	Subject End	Gaps	Score	Bits
J4259493	gi|32130540|psbO	98.44	64	1	0	1	64	788	851	6e-29	 113
J4259493	gi|32130540|psbO	100.00	41	0	0	60	100	869	829	8e-18	76.8
J4266977	gi|14456617|Na-ATPase	98.40	125	1	1	1	124	1231	1107	3e-60	 219
J4266977	gi|14456617|Na-ATPase	98.06	103	2	0	113	215	1129	1231	1e-48	 180
J4299242	gi|14456617|Na-ATPase	85.71	63	9	0	53	115	3993	3931	8e-15	67.6
J4303209	gi|14456617|Na-ATPase	100.00	40	0	0	1	40	1260	1221	2e-17	75.0
J4303209	gi|14456617|Na-ATPase	100.00	33	0	0	37	69	1261	1229	2e-13	62.1
J4329104	gi|355398356|NR2-2/2HbN	93.10	87	6	0	1	87	1238	1324	2e-33	 128
J4329104	gi|240129575|NR1	93.10	87	6	0	1	87	1274	1360	2e-33	 128
J4330564	gi|14456617|Na-ATPase	100.00	43	0	0	1	43	2766	2724	4e-19	80.5
J4330564	gi|14456617|Na-ATPase	100.00	32	0	0	37	68	2766	2735	5e-13	60.2
J4336315	gi|14456617|Na-ATPase	100.00	54	0	0	1	54	860	807	5e-25	 100
J4336315	gi|14456617|Na-ATPase	100.00	54	0	0	48	101	861	808	5e-25	 100
J4339625	gi|146739105|prk	100.00	50	0	0	1	50	86	37	7e-23	93.5
J4339625	gi|146739105|prk	97.96	49	1	0	42	90	138	90	1e-20	86.1
J4348947	gi|14456617|Na-ATPase	75.31	1049	236	21	517	1554	1238	202	3e-138	 481
J4348947	gi|14456617|Na-ATPase	100.00	45	0	0	1	45	1577	1533	1e-18	84.2
J4353832	gi|603053|psbA	99.42	171	1	0	156	326	1062	892	8e-88	 311
J4353832	gi|603053|psbA	100.00	167	0	0	1	167	1052	886	3e-87	 309
J4360974	gi|603053|psbA	99.90	1035	0	1	1	1035	19	1052	0.0	1905
J4361005	gi|14456617|Na-ATPase	98.95	95	1	0	46	140	3220	3126	5e-46	 171
J4361005	gi|14456617|Na-ATPase	100.00	53	0	0	1	53	3073	3021	3e-24	99.0
J4363007	gi|14456617|Na-ATPase	96.75	123	2	2	2	122	123	1	1e-55	 204
J4382909	gi|14456617|Na-ATPase	100.00	32	0	0	29	60	3348	3317	5e-13	60.2
J4382909	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	3247	3217	2e-12	58.4
J4386050	gi|14456617|Na-ATPase	86.49	185	25	0	1	185	1947	1763	7e-56	 204
J4389323	gi|14456617|Na-ATPase	82.85	239	37	4	1	237	2233	1997	6e-58	 211
J4397886	gi|32130540|psbO	100.00	57	0	0	37	93	704	760	1e-26	 106
J4397886	gi|32130540|psbO	100.00	40	0	0	1	40	770	731	3e-17	75.0
J4400016	gi|32130540|psbO	98.15	54	1	0	1	54	474	421	2e-23	95.3
J4400016	gi|32130540|psbO	100.00	32	0	0	47	78	368	399	6e-13	60.2
J4402444	gi|14456617|Na-ATPase	97.94	97	0	2	597	692	315	220	4e-44	 167
J4402513	gi|146739105|prk	100.00	40	0	0	1	40	1192	1153	2e-17	75.0
J4402513	gi|146739105|prk	97.62	42	1	0	31	72	1198	1157	7e-17	73.1
J4403482	gi|32130540|psbO	100.00	76	0	0	51	126	353	278	4e-37	 141
J4403482	gi|32130540|psbO	100.00	56	0	0	1	56	278	333	5e-26	 104
J4409013	gi|146739105|prk	98.39	62	0	1	1	62	1125	1185	2e-27	 108
J4409013	gi|146739105|prk	97.30	37	0	1	50	86	1102	1137	2e-13	62.1
J4411883	gi|14456617|Na-ATPase	100.00	98	0	0	257	354	763	860	7e-49	 182
J4412453	gi|14456617|Na-ATPase	97.37	114	1	1	125	236	1	114	2e-52	 193
J4415498	gi|14456617|Na-ATPase	88.48	243	28	0	1	243	3742	3984	6e-83	 294
J4416408	gi|14456617|Na-ATPase	100.00	44	0	0	1	44	3458	3415	1e-19	82.4
J4416408	gi|14456617|Na-ATPase	97.44	39	1	0	39	77	3468	3430	4e-15	67.6
J4416552	gi|14456617|Na-ATPase	100.00	49	0	0	1	49	3305	3257	2e-22	91.6
J4416552	gi|14456617|Na-ATPase	93.48	46	3	0	34	79	3308	3353	1e-15	69.4
J4416953	gi|32130540|psbO	100.00	48	0	0	1	48	788	835	8e-22	89.8
J4416953	gi|32130540|psbO	97.22	36	1	0	39	74	784	819	2e-13	62.1
J4417614	gi|14456617|Na-ATPase	100.00	34	0	0	1	34	3387	3354	4e-14	63.9
J4417614	gi|14456617|Na-ATPase	100.00	33	0	0	30	62	3395	3427	1e-13	62.1
J4418462	gi|146739105|prk	100.00	39	0	0	1	39	892	854	7e-17	73.1
J4418462	gi|146739105|prk	100.00	37	0	0	35	71	1026	990	9e-16	69.4
J4419316	gi|146739105|prk	98.98	197	0	1	1	195	90	286	3e-100	 351
J4419610	gi|32130540|psbO	100.00	33	0	0	1	33	151	183	1e-13	62.1
J4419610	gi|32130540|psbO	100.00	32	0	0	30	61	147	178	5e-13	60.2
J4420257	gi|32130540|psbO	100.00	38	0	0	35	72	503	540	3e-16	71.3
J4421559	gi|14456617|Na-ATPase	98.63	73	1	0	61	133	388	316	9e-34	 130
J4421559	gi|14456617|Na-ATPase	100.00	65	0	0	1	65	379	315	5e-31	 121
J4433587	gi|146739105|prk	100.00	105	0	0	73	177	182	286	4e-53	 195
J4433587	gi|146739105|prk	100.00	78	0	0	1	78	210	287	4e-38	 145
J4437959	gi|14456617|Na-ATPase	97.92	48	1	0	24	71	2187	2140	3e-20	84.2
J4437959	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	2171	2140	6e-13	60.2
R4206668	gi|146739105|prk	100.00	1183	0	0	450	1632	1220	38	0.0	2185
R4229407	gi|355398356|NR2-2/2HbN	89.60	202	16	2	1	198	821	1021	3e-70	 252
R4229407	gi|240129575|NR1	89.60	202	16	2	1	198	857	1057	3e-70	 252
R4244939	gi|355398356|NR2-2/2HbN	90.79	76	7	0	1	76	76	1	2e-25	 102
R4244939	gi|240129575|NR1	90.79	76	7	0	1	76	112	37	2e-25	 102
S96712	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	175	145	5e-12	58.4
S494186	gi|14456617|Na-ATPase	100.00	30	0	0	2	31	1274	1245	3e-12	56.5
S823660	gi|32130540|psbO	100.00	31	0	0	3	33	624	594	8e-13	58.4
S1243373	gi|32130540|psbO	93.55	62	0	4	1	58	1077	1016	6e-22	89.8
S1273504	gi|240129575|NR1	93.97	116	7	0	1	116	151	36	1e-47	 176
S1273504	gi|355398356|NR2-2/2HbN	93.91	115	7	0	1	115	115	1	4e-47	 174
S1561199	gi|146739105|prk	100.00	29	0	0	3	31	344	372	1e-11	54.7
S1627435	gi|32130540|psbO	100.00	30	0	0	1	30	743	714	5e-12	56.5
S1627435	gi|32130540|psbO	100.00	28	0	0	27	54	753	726	7e-11	52.8
S1854102	gi|32130540|psbO	100.00	29	0	0	3	31	687	715	1e-11	54.7
S1874627	gi|14456617|Na-ATPase	100.00	29	0	0	3	31	3949	3921	1e-11	54.7
S1880548	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	1821	1790	2e-13	60.2
S2930770	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	119	89	8e-12	58.4
S3375733	gi|32130540|psbO	100.00	28	0	0	4	31	1049	1022	4e-11	52.8
S3381577	gi|14456617|Na-ATPase	100.00	30	0	0	2	31	880	851	3e-12	56.5
S4052449	gi|14456617|Na-ATPase	97.22	36	1	0	1	36	3443	3408	1e-13	62.1
S4052449	gi|14456617|Na-ATPase	100.00	30	0	0	30	59	3333	3362	6e-12	56.5
S4055154	gi|14456617|Na-ATPase	100.00	34	0	0	1	34	3018	3051	2e-14	63.9
S4083701	gi|14456617|Na-ATPase	100.00	33	0	0	1	33	3355	3387	6e-14	62.1
S4108905	gi|146739105|prk	100.00	33	0	0	1	33	361	393	6e-14	62.1
S4117840	gi|14456617|Na-ATPase	100.00	31	0	0	27	57	3416	3446	2e-12	58.4
S4117840	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	3429	3459	2e-12	58.4
S4176366	gi|14456617|Na-ATPase	100.00	34	0	0	1	34	3598	3631	2e-14	63.9
S4187790	gi|14456617|Na-ATPase	100.00	31	0	0	21	51	1312	1342	1e-12	58.4
S4193664	gi|14456617|Na-ATPase	97.14	35	1	0	1	35	3333	3299	2e-13	60.2
J4264898	gi|14456617|Na-ATPase	93.75	192	12	0	1	192	2641	2450	2e-81	 289
J4271176	gi|14456617|Na-ATPase	100.00	38	0	0	1	38	1347	1310	2e-16	71.3
J4271176	gi|14456617|Na-ATPase	100.00	32	0	0	34	65	1347	1316	5e-13	60.2
J4276152	gi|14456617|Na-ATPase	98.90	91	1	0	1	91	2171	2081	8e-44	 163
J4276152	gi|14456617|Na-ATPase	100.00	36	0	0	84	119	2175	2140	6e-15	67.6
J4296108	gi|14456617|Na-ATPase	98.67	150	2	0	36	185	3579	3430	9e-75	 267
J4296108	gi|14456617|Na-ATPase	100.00	45	0	0	1	45	3458	3414	1e-19	84.2
J4307264	gi|14456617|Na-ATPase	98.59	142	2	0	1	142	766	625	8e-70	 252
J4307264	gi|14456617|Na-ATPase	100.00	128	0	0	446	573	625	498	2e-65	 237
J4319581	gi|14456617|Na-ATPase	100.00	68	0	0	34	101	3883	3950	8e-33	 126
J4319581	gi|14456617|Na-ATPase	95.65	46	2	0	1	46	3950	3905	3e-17	75.0
J4330061	gi|14456617|Na-ATPase	99.22	128	1	0	33	160	2044	2171	3e-64	 231
J4330061	gi|14456617|Na-ATPase	100.00	40	0	0	1	40	2035	1996	5e-17	75.0
J4334669	gi|14456617|Na-ATPase	100.00	43	0	0	1	43	2404	2362	5e-19	80.5
J4335475	gi|14456617|Na-ATPase	100.00	62	0	0	1	62	1231	1170	2e-29	 115
J4335475	gi|14456617|Na-ATPase	100.00	62	0	0	57	118	1232	1171	2e-29	 115
J4343109	gi|146739105|prk	95.24	63	1	1	23	83	739	677	1e-24	99.0
J4343109	gi|146739105|prk	97.44	39	0	1	1	38	677	715	1e-14	65.8
J4344509	gi|14456617|Na-ATPase	99.07	108	1	0	1	108	948	841	4e-53	 195
J4344509	gi|14456617|Na-ATPase	100.00	90	0	0	102	191	771	860	1e-44	 167
J4363994	gi|14456617|Na-ATPase	100.00	60	0	0	41	100	2682	2623	2e-28	 111
J4363994	gi|14456617|Na-ATPase	100.00	44	0	0	1	44	2665	2622	2e-19	82.4
J4387760	gi|355398356|NR2-2/2HbN	88.82	161	18	0	1	161	85	245	3e-54	 198
J4387760	gi|240129575|NR1	88.82	161	18	0	1	161	121	281	3e-54	 198
J4403272	gi|14456617|Na-ATPase	100.00	69	0	0	214	282	311	379	7e-33	 128
J4410248	gi|14456617|Na-ATPase	97.59	83	0	2	1	82	220	301	5e-37	 141
J4410248	gi|14456617|Na-ATPase	98.68	76	0	1	79	153	219	294	8e-35	 134
J4413937	gi|146739105|prk	99.07	107	0	1	1	107	677	782	5e-52	 191
J4413937	gi|146739105|prk	100.00	57	0	0	98	154	654	710	2e-26	 106
J4414466	gi|14456617|Na-ATPase	100.00	37	0	0	499	535	3947	3983	8e-15	69.4
J4426424	gi|146739105|prk	100.00	43	0	0	1	43	823	781	5e-19	80.5
J4426424	gi|146739105|prk	100.00	37	0	0	39	75	876	840	1e-15	69.4
J4429640	gi|14456617|Na-ATPase	100.00	57	0	0	51	107	2388	2444	1e-26	 106
J4429640	gi|14456617|Na-ATPase	100.00	57	0	0	1	57	2389	2445	1e-26	 106
J4430527	gi|14456617|Na-ATPase	97.89	95	0	1	1	93	3364	3458	6e-44	 163
J4434059	gi|32130540|psbO	100.00	47	0	0	1	47	245	199	3e-21	87.9
J4434059	gi|32130540|psbO	100.00	41	0	0	44	84	299	259	7e-18	76.8
J4437579	gi|146739105|prk	100.00	68	0	0	58	125	472	539	1e-32	 126
J4437579	gi|146739105|prk	100.00	63	0	0	1	63	457	395	6e-30	 117
J4440637	gi|146739105|prk	100.00	42	0	0	36	77	416	457	2e-18	78.7
J4440637	gi|146739105|prk	100.00	42	0	0	1	42	417	458	2e-18	78.7
R4206718	gi|14456617|Na-ATPase	99.27	3994	27	2	2209	6201	3993	1	0.0	7214
R4211557	gi|14456617|Na-ATPase	83.52	176	29	0	222	397	3993	3818	8e-44	 165
R4215782	gi|14456617|Na-ATPase	74.31	833	195	17	310	1133	202	1024	2e-94	 335
R4215881	gi|355398356|NR2-2/2HbN	87.55	514	62	2	1	513	2285	2797	1e-172	 593
R4215881	gi|240129575|NR1	87.55	514	62	2	1	513	2000	2512	1e-172	 593
S121554	gi|14456617|Na-ATPase	95.45	44	2	0	1	44	1346	1303	2e-16	71.3
S121554	gi|14456617|Na-ATPase	100.00	31	0	0	30	60	1233	1263	2e-12	58.4
S592337	gi|14456617|Na-ATPase	97.22	36	1	0	462	497	2186	2221	1e-12	62.1
S2772704	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	978	948	4e-12	58.4
S3803806	gi|32130540|psbO	100.00	29	0	0	3	31	1048	1020	1e-11	54.7
S4049468	gi|14456617|Na-ATPase	100.00	31	0	0	107	137	3950	3920	4e-12	58.4
S4069938	gi|146739105|prk	100.00	34	0	0	1	34	997	1030	2e-14	63.9
S4122981	gi|14456617|Na-ATPase	100.00	31	0	0	20	50	1303	1333	1e-12	58.4
S4164975	gi|32130540|psbO	100.00	31	0	0	25	55	732	762	1e-12	58.4
S4164975	gi|32130540|psbO	94.74	38	1	1	1	37	785	822	1e-12	58.4
S4178347	gi|146739105|prk	100.00	39	0	0	1	39	646	684	3e-17	73.1
S4200672	gi|14456617|Na-ATPase	97.22	36	1	0	1	36	3877	3912	7e-14	62.1
J4247953	gi|14456617|Na-ATPase	100.00	48	0	0	1	48	3125	3078	8e-22	89.8
J4247953	gi|14456617|Na-ATPase	100.00	35	0	0	42	76	3039	3073	1e-14	65.8
J4253158	gi|14456617|Na-ATPase	100.00	41	0	0	1	41	1365	1325	6e-18	76.8
J4253158	gi|14456617|Na-ATPase	100.00	41	0	0	36	76	1366	1326	6e-18	76.8
J4273413	gi|14456617|Na-ATPase	100.00	42	0	0	1	42	3047	3006	2e-18	78.7
J4273413	gi|14456617|Na-ATPase	100.00	35	0	0	36	70	3354	3320	1e-14	65.8
J4290529	gi|14456617|Na-ATPase	100.00	44	0	0	41	84	1534	1577	1e-19	82.4
J4290529	gi|14456617|Na-ATPase	100.00	44	0	0	1	44	1577	1534	1e-19	82.4
J4305930	gi|14456617|Na-ATPase	98.21	56	1	0	43	98	137	192	2e-24	99.0
J4305930	gi|14456617|Na-ATPase	96.15	52	1	1	1	51	146	197	5e-20	84.2
J4322598	gi|14456617|Na-ATPase	97.30	37	1	0	1	37	1089	1053	1e-12	63.9
J4335954	gi|14456617|Na-ATPase	100.00	61	0	0	1	61	1910	1970	7e-29	 113
J4335954	gi|14456617|Na-ATPase	96.72	61	2	0	48	108	1970	1910	2e-25	 102
J4347751	gi|14456617|Na-ATPase	100.00	57	0	0	26	82	2710	2766	8e-27	 106
J4347751	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	2766	2735	7e-13	60.2
J4366011	gi|14456617|Na-ATPase	100.00	49	0	0	1	49	542	494	6e-22	91.6
J4404524	gi|32130540|psbO	97.92	48	1	0	1	48	543	590	4e-20	84.2
J4404591	gi|146739105|prk	100.00	35	0	0	1	35	538	572	1e-14	65.8
J4404591	gi|146739105|prk	100.00	32	0	0	29	60	538	569	5e-13	60.2
J4410155	gi|14456617|Na-ATPase	100.00	98	0	0	1	98	2349	2252	3e-49	 182
J4410155	gi|14456617|Na-ATPase	100.00	52	0	0	90	141	2298	2349	9e-24	97.1
J4418611	gi|14456617|Na-ATPase	82.71	642	101	10	1	637	2619	3255	6e-163	 562
J4418611	gi|14456617|Na-ATPase	83.11	148	15	8	880	1019	3486	3631	9e-32	 126
J4421707	gi|146739105|prk	100.00	94	0	0	48	141	273	366	4e-47	 174
J4421707	gi|146739105|prk	100.00	53	0	0	1	53	415	363	3e-24	99.0
J4423004	gi|32130540|psbO	100.00	51	0	0	35	85	838	788	2e-23	95.3
J4423004	gi|32130540|psbO	100.00	38	0	0	1	38	770	733	3e-16	71.3
J4427099	gi|146739105|prk	100.00	43	0	0	32	74	1092	1050	5e-19	80.5
J4427099	gi|146739105|prk	100.00	38	0	0	1	38	1069	1032	3e-16	71.3
J4427401	gi|14456617|Na-ATPase	100.00	126	0	0	35	160	1809	1934	8e-65	 233
J4427401	gi|14456617|Na-ATPase	97.67	43	0	1	1	43	1910	1951	2e-16	73.1
J4429157	gi|14456617|Na-ATPase	100.00	71	0	0	1	71	488	418	2e-34	 132
J4429157	gi|14456617|Na-ATPase	100.00	71	0	0	63	133	489	419	2e-34	 132
J4436666	gi|32130540|psbO	97.39	115	1	1	1	113	788	902	3e-53	 195
J4437129	gi|146739105|prk	100.00	56	0	0	1	56	539	484	4e-26	 104
J4437129	gi|146739105|prk	100.00	56	0	0	51	106	540	485	4e-26	 104
J4439026	gi|32130540|psbO	97.83	92	0	2	1	90	879	788	3e-42	 158
R4206570	gi|32130540|psbO	99.09	1100	7	3	208	1304	1107	8	0.0	1973
S229740	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	3459	3429	1e-12	58.4
S229740	gi|14456617|Na-ATPase	100.00	30	0	0	25	54	3513	3484	5e-12	56.5
S572360	gi|14456617|Na-ATPase	100.00	31	0	0	64	94	949	919	3e-12	58.4
S1092953	gi|146739105|prk	100.00	47	0	0	16	62	1	47	2e-21	87.9
S1241306	gi|146739105|prk	98.33	60	0	1	1	59	904	963	2e-26	 104
S1746722	gi|146739105|prk	100.00	31	0	0	1	31	47	17	7e-13	58.4
S1994019	gi|240129575|NR1	100.00	31	0	0	35	65	1	31	2e-12	58.4
S3707855	gi|146739105|prk	100.00	30	0	0	23	52	581	552	5e-12	56.5
S3707855	gi|146739105|prk	100.00	30	0	0	1	30	627	598	5e-12	56.5
S4201858	gi|32130540|psbO	96.67	60	0	2	1	58	698	757	9e-25	99.0
J4207482	gi|14456617|Na-ATPase	98.98	98	0	1	2	98	294	197	5e-47	 174
J4207482	gi|14456617|Na-ATPase	98.67	75	0	1	96	169	294	220	3e-34	 132
J4219761	gi|14456617|Na-ATPase	100.00	55	0	0	1	55	1347	1293	1e-25	 102
J4219761	gi|14456617|Na-ATPase	100.00	41	0	0	48	88	1325	1365	7e-18	76.8
J4232447	gi|14456617|Na-ATPase	98.61	72	1	0	60	131	3015	2944	3e-33	 128
J4232447	gi|14456617|Na-ATPase	100.00	66	0	0	1	66	3008	2943	1e-31	 122
J4255033	gi|14456617|Na-ATPase	100.00	46	0	0	1	46	542	497	1e-20	86.1
J4255033	gi|14456617|Na-ATPase	100.00	46	0	0	39	84	543	498	1e-20	86.1
J4273982	gi|355398356|NR2-2/2HbN	93.06	216	15	0	3	218	396	611	1e-89	 316
J4273982	gi|240129575|NR1	93.06	216	15	0	3	218	432	647	1e-89	 316
J4278745	gi|14456617|Na-ATPase	99.26	135	1	0	63	197	1097	1231	5e-68	 244
J4278745	gi|14456617|Na-ATPase	100.00	73	0	0	1	73	1231	1159	3e-35	 135
J4384035	gi|146739105|prk	100.00	43	0	0	35	77	1049	1091	5e-19	80.5
J4384035	gi|146739105|prk	100.00	40	0	0	1	40	1163	1124	2e-17	75.0
J4397504	gi|32130540|psbO	100.00	35	0	0	27	61	822	788	1e-14	65.8
J4397504	gi|32130540|psbO	95.00	40	1	1	1	40	770	732	1e-13	62.1
J4402204	gi|14456617|Na-ATPase	98.25	114	2	0	104	217	2863	2750	1e-54	 200
J4402204	gi|14456617|Na-ATPase	99.09	110	1	0	1	110	2858	2749	4e-54	 198
J4403596	gi|146739105|prk	97.44	39	1	0	21	59	960	922	3e-15	67.6
J4403596	gi|146739105|prk	100.00	33	0	0	1	33	668	636	1e-13	62.1
J4406279	gi|14456617|Na-ATPase	100.00	46	0	0	28	73	3028	3073	1e-20	86.1
J4406279	gi|14456617|Na-ATPase	100.00	35	0	0	1	35	3040	3074	1e-14	65.8
J4407985	gi|146739105|prk	100.00	44	0	0	1	44	892	849	1e-19	82.4
J4407985	gi|146739105|prk	100.00	39	0	0	39	77	893	855	8e-17	73.1
J4409399	gi|146739105|prk	98.85	87	1	0	1	87	539	453	2e-41	 156
J4409399	gi|146739105|prk	93.75	96	3	3	58	153	576	668	5e-37	 141
J4412775	gi|14456617|Na-ATPase	97.95	146	3	0	608	753	771	626	3e-70	 254
J4412901	gi|32130540|psbO	98.46	65	1	0	41	105	578	642	2e-29	 115
J4412901	gi|32130540|psbO	100.00	44	0	0	1	44	642	599	2e-19	82.4
J4414573	gi|14456617|Na-ATPase	100.00	78	0	0	1	78	419	496	9e-38	 145
J4438719	gi|32130540|psbO	100.00	56	0	0	1	56	760	705	3e-26	 104
J4438719	gi|32130540|psbO	100.00	37	0	0	53	89	751	787	1e-15	69.4
File: TransABySS_norm_cluster_cleaned.txt 
R4210649	gi|603053|psbA	99.83	1171	2	0	95	1265	1258	88	0.0	2152
R4212066	gi|14456617|Na-ATPase	100.00	29	0	0	2867	2895	1089	1061	1e-09	54.7
R4212572	gi|14456617|Na-ATPase	82.90	649	101	10	379	1022	3255	2612	8e-167	 575
R4212572	gi|14456617|Na-ATPase	82.64	144	15	8	1	136	3627	3486	2e-29	 119
R4214106	gi|355398356|NR2-2/2HbN	99.75	2833	7	0	15	2847	2833	1	0.0	5193
R4214106	gi|240129575|NR1	99.63	1635	6	0	1249	2883	1635	1	0.0	2987
R4214106	gi|240129575|NR1	99.89	922	1	0	15	936	2548	1627	0.0	1698
S4053906	gi|14456617|Na-ATPase	76.68	253	43	15	1	245	1792	1548	2e-32	 126
J4217640	gi|32130540|psbO	98.80	167	2	0	142	308	197	31	6e-84	 298
J4217640	gi|32130540|psbO	98.66	149	2	0	1	149	31	179	6e-74	 265
J4266977	gi|14456617|Na-ATPase	98.40	125	1	1	1	124	1231	1107	3e-60	 219
J4266977	gi|14456617|Na-ATPase	98.06	103	2	0	113	215	1129	1231	1e-48	 180
J4348947	gi|14456617|Na-ATPase	75.31	1049	236	21	517	1554	1238	202	3e-138	 481
J4348947	gi|14456617|Na-ATPase	100.00	45	0	0	1	45	1577	1533	1e-18	84.2
J4353832	gi|603053|psbA	99.42	171	1	0	156	326	1062	892	8e-88	 311
J4353832	gi|603053|psbA	100.00	167	0	0	1	167	1052	886	3e-87	 309
J4360974	gi|603053|psbA	99.90	1035	0	1	1	1035	19	1052	0.0	1905
J4363007	gi|14456617|Na-ATPase	96.75	123	2	2	2	122	123	1	1e-55	 204
J4389323	gi|14456617|Na-ATPase	82.85	239	37	4	1	237	2233	1997	6e-58	 211
J4402444	gi|14456617|Na-ATPase	97.94	97	0	2	597	692	315	220	4e-44	 167
J4411883	gi|14456617|Na-ATPase	100.00	98	0	0	257	354	763	860	7e-49	 182
J4412453	gi|14456617|Na-ATPase	97.37	114	1	1	125	236	1	114	2e-52	 193
J4415498	gi|14456617|Na-ATPase	88.48	243	28	0	1	243	3742	3984	6e-83	 294
R4206668	gi|146739105|prk	100.00	1183	0	0	450	1632	1220	38	0.0	2185
S2930770	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	119	89	8e-12	58.4
J4307264	gi|14456617|Na-ATPase	98.59	142	2	0	1	142	766	625	8e-70	 252
J4307264	gi|14456617|Na-ATPase	100.00	128	0	0	446	573	625	498	2e-65	 237
J4403272	gi|14456617|Na-ATPase	100.00	69	0	0	214	282	311	379	7e-33	 128
J4414466	gi|14456617|Na-ATPase	100.00	37	0	0	499	535	3947	3983	8e-15	69.4
R4206718	gi|14456617|Na-ATPase	99.27	3994	27	2	2209	6201	3993	1	0.0	7214
R4211557	gi|14456617|Na-ATPase	83.52	176	29	0	222	397	3993	3818	8e-44	 165
R4215782	gi|14456617|Na-ATPase	74.31	833	195	17	310	1133	202	1024	2e-94	 335
R4215881	gi|355398356|NR2-2/2HbN	87.55	514	62	2	1	513	2285	2797	1e-172	 593
R4215881	gi|240129575|NR1	87.55	514	62	2	1	513	2000	2512	1e-172	 593
S592337	gi|14456617|Na-ATPase	97.22	36	1	0	462	497	2186	2221	1e-12	62.1
J4322598	gi|14456617|Na-ATPase	97.30	37	1	0	1	37	1089	1053	1e-12	63.9
J4418611	gi|14456617|Na-ATPase	82.71	642	101	10	1	637	2619	3255	6e-163	 562
J4418611	gi|14456617|Na-ATPase	83.11	148	15	8	880	1019	3486	3631	9e-32	 126
R4206570	gi|32130540|psbO	99.09	1100	7	3	208	1304	1107	8	0.0	1973
J4273982	gi|355398356|NR2-2/2HbN	93.06	216	15	0	3	218	396	611	1e-89	 316
J4273982	gi|240129575|NR1	93.06	216	15	0	3	218	432	647	1e-89	 316
J4402204	gi|14456617|Na-ATPase	98.25	114	2	0	104	217	2863	2750	1e-54	 200
J4402204	gi|14456617|Na-ATPase	99.09	110	1	0	1	110	2858	2749	4e-54	 198
J4412775	gi|14456617|Na-ATPase	97.95	146	3	0	608	753	771	626	3e-70	 254
J4414573	gi|14456617|Na-ATPase	100.00	78	0	0	1	78	419	496	9e-38	 145
File: TransABySS_norm_cluster_cleaned_rsem.txt 
R4210649	gi|603053|psbA	99.83	1171	2	0	95	1265	1258	88	0.0	2152
R4212066	gi|14456617|Na-ATPase	100.00	29	0	0	2867	2895	1089	1061	1e-09	54.7
R4212572	gi|14456617|Na-ATPase	82.90	649	101	10	379	1022	3255	2612	8e-167	 575
R4212572	gi|14456617|Na-ATPase	82.64	144	15	8	1	136	3627	3486	2e-29	 119
R4214106	gi|355398356|NR2-2/2HbN	99.75	2833	7	0	15	2847	2833	1	0.0	5193
R4214106	gi|240129575|NR1	99.63	1635	6	0	1249	2883	1635	1	0.0	2987
R4214106	gi|240129575|NR1	99.89	922	1	0	15	936	2548	1627	0.0	1698
S4053906	gi|14456617|Na-ATPase	76.68	253	43	15	1	245	1792	1548	2e-32	 126
J4348947	gi|14456617|Na-ATPase	75.31	1049	236	21	517	1554	1238	202	3e-138	 481
J4348947	gi|14456617|Na-ATPase	100.00	45	0	0	1	45	1577	1533	1e-18	84.2
J4360974	gi|603053|psbA	99.90	1035	0	1	1	1035	19	1052	0.0	1905
J4389323	gi|14456617|Na-ATPase	82.85	239	37	4	1	237	2233	1997	6e-58	 211
R4206668	gi|146739105|prk	100.00	1183	0	0	450	1632	1220	38	0.0	2185
R4206718	gi|14456617|Na-ATPase	99.27	3994	27	2	2209	6201	3993	1	0.0	7214
R4211557	gi|14456617|Na-ATPase	83.52	176	29	0	222	397	3993	3818	8e-44	 165
R4215881	gi|355398356|NR2-2/2HbN	87.55	514	62	2	1	513	2285	2797	1e-172	 593
R4215881	gi|240129575|NR1	87.55	514	62	2	1	513	2000	2512	1e-172	 593
J4322598	gi|14456617|Na-ATPase	97.30	37	1	0	1	37	1089	1053	1e-12	63.9
R4206570	gi|32130540|psbO	99.09	1100	7	3	208	1304	1107	8	0.0	1973
File: TransABySS_norm_cluster_rsem.txt 
R4210649	gi|603053|psbA	99.83	1171	2	0	95	1265	1258	88	0.0	2152
R4212066	gi|14456617|Na-ATPase	100.00	29	0	0	2867	2895	1089	1061	1e-09	54.7
R4212572	gi|14456617|Na-ATPase	82.90	649	101	10	379	1022	3255	2612	8e-167	 575
R4212572	gi|14456617|Na-ATPase	82.64	144	15	8	1	136	3627	3486	2e-29	 119
R4214106	gi|355398356|NR2-2/2HbN	99.75	2833	7	0	15	2847	2833	1	0.0	5193
R4214106	gi|240129575|NR1	99.63	1635	6	0	1249	2883	1635	1	0.0	2987
R4214106	gi|240129575|NR1	99.89	922	1	0	15	936	2548	1627	0.0	1698
S1556814	gi|32130540|psbO	94.44	54	1	1	1	52	556	503	9e-20	82.4
